projectIdentifier,programArea,programFy,disasterNumber,projectCounties,projectType,status,subrecipient,dateApproved,projectAmount,federalShareObligated,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,flood_mitigation_flag,subcategory,acquisition_buyouts,admin,ecosystem_restoration,equipment,flood_control,infrastructure_protection,infrastructure_stormwater,other,planning,structure_protection,funding_acquisition_buyouts,funding_admin,funding_ecosystem_restoration,funding_equipment,funding_flood_control,funding_infrastructure_protection,funding_infrastructure_stormwater,funding_other,funding_planning,funding_structure_protection,cost_per_property,cost_per_final_property,town_assigned,geo_level
DR-4022-0043-R,HMGP,2011,4022.0,WINDSOR,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,Chester (Town of),2019-08-08T00:00:00.000Z,181535.0,136151.75,0.75,1.05,234309.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,136151.75,0.0,0.0,0.0,0.0,,,CHESTER TOWN,local
DR-1307-0014-R,HMGP,2000,1307.0,WINDSOR,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,Cavendish (Town of),2006-10-25T00:00:00.000Z,0.0,0.0,0.75,3.94,55841.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CAVENDISH TOWN,local
DR-1488-0002-R,HMGP,2003,1488.0,WINDSOR,403.1: Stormwater Management - Culverts,Closed,Norwich (Town of),2006-10-05T00:00:00.000Z,71973.0,31860.0,0.44,2.81,215393.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,31860.0,0.0,0.0,0.0,,,NORWICH TOWN,local
DR-1336-0011-R,HMGP,2000,1336.0,BENNINGTON,403.1: Stormwater Management - Culverts,Closed,Sandgate (Town of),2007-01-08T00:00:00.000Z,21037.0,15778.0,0.75,1.78,37357.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,15778.0,0.0,0.0,0.0,,,SANDGATE TOWN,local
DR-4532-0007-R,HMGP,2020,4532.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Ludlow (Town of),2024-01-22T00:00:00.000Z,1960508.0,1764457.2,0.9,1.19,2328383.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,1764457.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764457.2,1764457.2,LUDLOW TOWN,local
DR-4022-0018-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Hartford (Town of),2012-09-11T00:00:00.000Z,712847.0,534635.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,534635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534635.0,534635.0,HARTFORD TOWN,local
DR-4720-0022-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-08-03T00:00:00.000Z,756500.0,567375.0,0.75,0.0,0.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,567375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189125.0,189125.0,,statewide
DR-4720-0051-R,HMGP,2023,4720.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-12-03T00:00:00.000Z,289035.0,216776.25,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,216776.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216776.25,216776.25,,statewide
DR-4022-0045-R,HMGP,2011,4022.0,BENNINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Woodford (Town of),2013-04-24T00:00:00.000Z,474800.0,356100.0,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,356100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178050.0,178050.0,WOODFORD TOWN,local
DR-4022-0033-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Newfane (Town of),2016-11-28T00:00:00.000Z,97599.0,73199.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,73199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73199.0,73199.0,NEWFANE TOWN,local
DR-4720-0044-R,HMGP,2023,4720.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-12-05T00:00:00.000Z,359800.0,269850.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,269850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269850.0,269850.0,,statewide
DR-4445-0001-R,HMGP,2019,4445.0,BENNINGTON,904.1: Advanced Assistance,Closed,Dorset (Town of),2024-04-01T00:00:00.000Z,61206.79,45905.09,0.75,1.0,69500.0,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45905.09,0.0,,,DORSET TOWN,local
DR-4022-0015-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Stockbridge (Town of),2024-01-03T00:00:00.000Z,1062648.77,796986.58,0.75,0.0,0.0,12,12,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,796986.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66415.54833333332,66415.54833333332,STOCKBRIDGE TOWN,local
DR-4720-0037-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-10-01T00:00:00.000Z,226100.0,169575.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,169575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169575.0,169575.0,,statewide
DR-4022-0030-R,HMGP,2011,4022.0,WINDHAM,"103.1: Feasibility, Engineering and Design Studies; 
200.1: Acquisition of Private Real Property (Structures and Land) - Riverine",Closed,Londonderry (Town of),2024-09-23T00:00:00.000Z,467449.84,350587.38,0.75,0.0,0.0,4,5,1.0,"acquisition,feasibility_study",True,False,False,False,False,False,False,False,True,False,175293.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175293.69,0.0,70117.476,87646.845,LONDONDERRY TOWN,local
DR-4720-0048-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-12-09T00:00:00.000Z,1476270.0,1107202.5,0.75,0.0,0.0,5,5,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,1107202.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221440.5,221440.5,,statewide
DR-4022-0037-R,HMGP,2011,4022.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,Newfane (Town of),2016-05-10T00:00:00.000Z,0.0,0.0,0.75,1.03,92700.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NEWFANE TOWN,local
PDMC-PJ-01-VT-2017-001,PDM,2017,,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Town of Wardsboro,2018-09-21T00:00:00.000Z,78100.0,58575.0,0.75,1.0,78100.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,58575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58575.0,58575.0,WARDSBORO TOWN,local
DR-4720-0086-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-04-21T00:00:00.000Z,225900.0,169425.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,169425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169425.0,169425.0,,statewide
DR-4022-0119-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Newfane (Town of),2018-04-05T00:00:00.000Z,92139.0,69104.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,69104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69104.0,69104.0,NEWFANE TOWN,local
DR-1995-0005-R,HMGP,2011,1995.0,WINDHAM,201.1: Relocation of Private Structures - Riverine,Closed,Grafton (Town of),2016-01-28T00:00:00.000Z,216739.0,162553.0,0.75,0.0,0.0,1,1,1.0,relocation,True,False,False,False,False,False,False,False,False,False,162553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162553.0,162553.0,GRAFTON TOWN,local
DR-9005-0012-R,PDM,2000,9005.0,WINDHAM,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,21800.0,13700.0,0.63,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13700.0,0.0,,,,unknown
DR-4022-0129-R,HMGP,2011,4022.0,WINDHAM,204.1: Dry Floodproofing Private Structures - Riverine (Commercial),Closed,Wilmington (Town of),2023-02-02T00:00:00.000Z,0.0,0.0,0.75,1.2,172523.0,1,1,1.0,dry_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WILMINGTON TOWN,local
DR-4022-0139-R,HMGP,2011,4022.0,WINDHAM,601.2: Generators - Regular,Closed,Dover (Town of),2023-10-31T00:00:00.000Z,72247.84,46725.0,0.65,1.06,66794.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,46725.0,0.0,0.0,0.0,0.0,0.0,0.0,,,DOVER TOWN,local
DR-4532-0018,HMGP,2020,4532.0,WINDHAM,403.1: Stormwater Management - Culverts,Pending,Rockingham (Town of),,899495.0,,0.9,1.07,328951.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ROCKINGHAM TOWN,local
DR-4022-0090-P,HMGP,2011,4022.0,CALEDONIA,91.1: Local Multihazard Mitigation Plan,Closed,Waterford (Town of),2023-01-17T00:00:00.000Z,13472.33,10104.25,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10104.25,0.0,,,WATERFORD TOWN,local
DR-4022-0083-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Grafton (Town of),2023-10-31T00:00:00.000Z,90391.93,67793.95,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,67793.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67793.95,67793.95,GRAFTON TOWN,local
DR-4022-0007-R,HMGP,2011,4022.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,Brattleboro (Town of),2023-11-06T00:00:00.000Z,24226.0,18169.5,0.75,1.69,87372.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,18169.5,0.0,0.0,0.0,,,BRATTLEBORO TOWN,local
DR-4022-0135-R,HMGP,2011,4022.0,WINDHAM,601.2: Generators - Regular,Closed,Londonderry (Town of),2022-12-01T00:00:00.000Z,26485.0,19863.75,0.75,1.13,37855.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,19863.75,0.0,0.0,0.0,0.0,0.0,0.0,,,LONDONDERRY TOWN,local
DR-4621-0003-R,HMGP,2021,4621.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Newfane (Town of),2024-01-29T00:00:00.000Z,306900.0,276210.0,0.9,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,276210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276210.0,,NEWFANE TOWN,local
DR-1184-0023-R,HMGP,1997,1184.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,NEWFANE (TOWN OF),2001-06-25T00:00:00.000Z,80800.0,60600.0,0.75,1.21,98000.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,60600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60600.0,60600.0,NEWFANE TOWN,local
DR-4022-0027-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Barre,2023-11-06T00:00:00.000Z,385534.37,289151.0,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,289151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144575.5,144575.5,AMBIGUOUS: BARRE,local
DR-4022-0031-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Wilmington (Town of),2023-11-08T00:00:00.000Z,227686.3,170764.72,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,170764.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85382.36,85382.36,WILMINGTON TOWN,local
DR-4022-0041-R,HMGP,2011,4022.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Ryegate (Town of),2013-03-22T00:00:00.000Z,106550.0,79913.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,79913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79913.0,79913.0,RYEGATE TOWN,local
DR-4022-0026-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Wardsboro (Town of),2023-11-16T00:00:00.000Z,304011.97,228009.0,0.75,0.0,0.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,228009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76003.0,76003.0,WARDSBORO TOWN,local
DR-1995-0003-R,HMGP,2011,1995.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Guilford (Town of),2014-02-03T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,GUILFORD TOWN,local
DR-4066-0002-R,HMGP,2012,4066.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,St. Johnsbury,2018-11-06T00:00:00.000Z,104134.0,78099.91,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,78099.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78099.91,78099.91,ST. JOHNSBURY TOWN,local
DR-4022-0019-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Brattleboro (Town of),2017-12-28T00:00:00.000Z,228309.0,171232.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,171232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171232.0,171232.0,BRATTLEBORO TOWN,local
DR-4022-0084-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Grafton (Town of),2014-09-09T00:00:00.000Z,457287.0,286663.66,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,286663.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286663.66,286663.66,GRAFTON TOWN,local
DR-1124-0004-R,HMGP,1996,1124.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,ROCKINGHAM (TOWN OF),1998-03-16T00:00:00.000Z,0.0,0.0,0.0,1.02,31229.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ROCKINGHAM TOWN,local
DR-1124-0002-R,HMGP,1996,1124.0,WINDHAM,202.3: Elevation of Public Structures - Riverine,Closed,BRATTLEBORO(TOWN OF),1998-02-09T00:00:00.000Z,48212.0,36159.0,0.75,1.55,74975.0,1,1,1.0,elevation,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36159.0,36159.0,36159.0,BRATTLEBORO TOWN,local
DR-4762-0003-R,HMGP,2024,4762.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2026-01-09T00:00:00.000Z,251100.0,,0.75,2.5,627403.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1124-0003-R,HMGP,1996,1124.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,ROCKINGHAM (TOWN OF),1998-05-11T00:00:00.000Z,65200.0,48900.0,0.75,1.2,57395.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,48900.0,0.0,0.0,0.0,,,ROCKINGHAM TOWN,local
DR-4163-0004-P,HMGP,2014,4163.0,CALEDONIA,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,2019-08-22T00:00:00.000Z,9749.0,7312.54,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7312.54,0.0,,,,statewide
DR-4178-0002-R,HMGP,2014,4178.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,Jamaica (Town of),2018-10-23T00:00:00.000Z,275857.0,206892.37,0.75,2.1,592941.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,206892.37,0.0,0.0,0.0,,,JAMAICA TOWN,local
DR-0840-0008-R,HMGP,1989,840.0,CALEDONIA,403.1: Stormwater Management - Culverts,Withdrawn,SHEFFIELD (TOWN OF),,,,,0.0,,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SHEFFIELD TOWN,local
PDMC-PJ-01-VT-2018-002,PDM,2018,,WINDHAM,"300.6: Vegetation Management - Erosion; 
303.2: Floodplain and Stream Restoration; 
402.1: Infrastructure Protective Measures (Roads and Bridges)",Obligated,Vermont Agency of Transportation,2022-09-22T00:00:00.000Z,4785067.48,3588800.49,0.75,1.14,5180998.0,0,0,1.0,"erosion_control,floodplain_restoration,roads_bridges_protection",False,False,True,False,False,True,False,False,False,False,0.0,0.0,2392533.66,0.0,0.0,1196266.83,0.0,0.0,0.0,0.0,,,,statewide
DR-4720-0095,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,,228260.0,,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1559-0001-R,HMGP,2004,1559.0,WINDHAM,"403.1: Stormwater Management - Culverts; 
403.4: Stormwater Management - Detention/Retention Basins",Closed,Grafton (Town of),2005-12-20T00:00:00.000Z,27746.0,20810.0,0.75,14.89,423578.0,0,0,1.0,"detention_retention,stormwater_culverts",False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,20810.0,0.0,0.0,0.0,,,GRAFTON TOWN,local
DR-4532-0012-R,HMGP,2020,4532.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Whitingham (Town of),2024-04-03T00:00:00.000Z,218120.0,196308.0,0.9,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,196308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196308.0,,WHITINGHAM TOWN,local
DR-1307-0009-R,HMGP,2000,1307.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,Guilford (Town of),2004-04-22T00:00:00.000Z,11116.0,8337.0,0.75,1.08,12000.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8337.0,0.0,0.0,0.0,,,GUILFORD TOWN,local
DR-1488-0001-R,HMGP,2003,1488.0,WINDHAM,"402.1: Infrastructure Protective Measures (Roads and Bridges); 
403.2: Stormwater Management - Diversions",Closed,Grafton (Town of),2005-12-20T00:00:00.000Z,45520.0,34140.0,0.75,4.12,301025.0,0,0,1.0,"roads_bridges_protection,stormwater_diversions",False,False,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,17070.0,17070.0,0.0,0.0,0.0,,,GRAFTON TOWN,local
DR-4022-0136-R,HMGP,2011,4022.0,WINDHAM,601.2: Generators - Regular,Closed,Londonderry (Town of),2023-02-08T00:00:00.000Z,51119.0,38339.25,0.75,1.13,62353.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,38339.25,0.0,0.0,0.0,0.0,0.0,0.0,,,LONDONDERRY TOWN,local
DR-4022-0029-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Rockingham (Town of),2024-01-11T00:00:00.000Z,198821.85,149116.39,0.75,0.0,0.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,149116.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49705.46333333334,49705.46333333334,ROCKINGHAM TOWN,local
DR-4720-0092,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,,129980.0,,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4207-0008-R,HMGP,2015,4207.0,WINDHAM,601.2: Generators - Regular,Closed,Athens (Town of),2016-06-20T00:00:00.000Z,5794.0,4346.0,0.75,1.38,10852.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,4346.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ATHENS TOWN,local
DR-4022-0104-P,HMGP,2011,4022.0,CALEDONIA,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,2018-04-03T00:00:00.000Z,19776.0,14832.0,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14832.0,0.0,,,,statewide
DR-1063-0006-R,HMGP,1995,1063.0,CALEDONIA,403.1: Stormwater Management - Culverts,Closed,PEACHAM (TOWN OF),1997-08-11T00:00:00.000Z,8500.0,6375.0,0.75,1.33,13442.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,0.0,0.0,0.0,,,PEACHAM TOWN,local
DR-4330-0009-R,HMGP,2017,4330.0,WINDHAM,303.2: Floodplain and Stream Restoration,Approved,"Vermont River Conservacy, Inc",2025-04-17T00:00:00.000Z,1739646.1,1089540.35,0.63,1.38,2158329.0,0,0,1.0,floodplain_restoration,False,False,True,False,False,False,False,False,False,False,0.0,0.0,1089540.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1124-0005-R,HMGP,1996,1124.0,WINDHAM,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,ROCKINGHAM (TOWN OF),1998-08-27T00:00:00.000Z,38685.0,29013.0,0.75,1.64,49422.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,29013.0,0.0,0.0,0.0,0.0,,,ROCKINGHAM TOWN,local
DR-1184-0006-R,HMGP,1997,1184.0,CALEDONIA,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,St. Johnsbury (Town of),1998-08-21T00:00:00.000Z,12340.0,9255.0,0.75,1.79,22133.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,9255.0,0.0,0.0,0.0,0.0,,,ST. JOHNSBURY TOWN,local
DR-0840-0005-R,HMGP,1989,840.0,CALEDONIA,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,HARDWICK (TOWN OF),1994-08-11T00:00:00.000Z,72000.0,26000.0,0.36,0.0,0.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,26000.0,0.0,0.0,0.0,0.0,,,HARDWICK TOWN,local
DR-4720-0080-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-04-21T00:00:00.000Z,229000.0,171750.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,171750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171750.0,171750.0,,statewide
DR-1063-0007-R,HMGP,1995,1063.0,CALEDONIA,403.1: Stormwater Management - Culverts,Closed,SHEFFIELD (TOWN OF),1997-08-08T00:00:00.000Z,7803.0,5852.0,0.75,6.33,37175.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5852.0,0.0,0.0,0.0,,,SHEFFIELD TOWN,local
DR-1101-0017-R,HMGP,1996,1101.0,CALEDONIA,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,"Lyndon, Town of",1999-04-08T00:00:00.000Z,40949.0,18899.0,0.46,4.64,190000.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,18899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,LYNDON TOWN,local
DR-1124-M001-M,HMGP,1996,1124.0,WINDHAM,700.1: Management Costs - Salaries,Closed,UNIV OF VERMONT,1996-12-04T00:00:00.000Z,51685.0,38700.0,0.75,0.0,0.0,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,38700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,unknown
DR-0938-0009-R,HMGP,1992,938.0,CALEDONIA,405.1: Other Minor Flood Control,Closed,HARDWICK (TOWN OF),1994-08-11T00:00:00.000Z,72000.0,10000.0,0.14,0.0,0.0,0,0,1.0,minor_flood_control,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,,,HARDWICK TOWN,local
